captured_at,sport,year,week,event_id,play_id,period,clock,play_text,down,distance,possession,yard_line,score_margin,home,away,home_score,away_score,home_win_prob,away_win_prob,home_pass_yds,home_rush_yds,home_total_yds,away_pass_yds,away_rush_yds,away_total_yds,market_type,market,selection,player,line,book_id,book_price,model_projection,model_price,model_prob,actual_result,actual_stat,bet_result,expected_roi_pct,pregame_line,pregame_book_price,pregame_projection,pregame_capture_at,pregame_capture_type
2026-09-20T17:02:51.908990+00:00,nfl,2026,2,401872946,4018729461,1,15:00,GAME,,,,35,0,New England Patriots,Pittsburgh Steelers,0,0,65.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,game,Spread,Pittsburgh Steelers,,4.5,lowvig,-101,—,—,,0,,hit,,,,—,,
2026-09-20T17:02:51.908990+00:00,nfl,2026,2,401872946,4018729461,1,15:00,GAME,,,,35,0,New England Patriots,Pittsburgh Steelers,0,0,65.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,game,Spread,New England Patriots,,-4.5,4cx,101,—,—,,0,,miss,,,,—,,
2026-09-20T17:02:51.908990+00:00,nfl,2026,2,401872946,4018729461,1,15:00,GAME,,,,35,0,New England Patriots,Pittsburgh Steelers,0,0,65.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,game,Total,Over,,41.5,4cx,106,—,—,,0.0,,miss,,,,—,,
2026-09-20T17:02:51.908990+00:00,nfl,2026,2,401872946,4018729461,1,15:00,GAME,,,,35,0,New England Patriots,Pittsburgh Steelers,0,0,65.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,game,Total,Under,,41.5,novig,3227,—,—,,0.0,,hit,,,,—,,
2026-09-20T17:02:51.908990+00:00,nfl,2026,2,401872946,4018729461,1,15:00,GAME,,,,35,0,New England Patriots,Pittsburgh Steelers,0,0,65.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,game,ML,Pittsburgh Steelers,,,novig,6156,—,—,,Loss,,miss,,,,—,,
2026-09-20T17:02:51.908990+00:00,nfl,2026,2,401872946,4018729461,1,15:00,GAME,,,,35,0,New England Patriots,Pittsburgh Steelers,0,0,65.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,game,ML,New England Patriots,,,apex,-208,—,—,,Loss,,miss,,,,—,,
2026-09-20T17:02:51.908990+00:00,nfl,2026,2,401872946,4018729461,1,15:00,GAME,,,,35,0,New England Patriots,Pittsburgh Steelers,0,0,65.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,prop,TOTAL PASSING YARDS,Over,Aaron Rodgers,213.5,pinnacle,-110,,,,,,,,213.5,-110.0,,,
2026-09-20T17:02:51.908990+00:00,nfl,2026,2,401872946,4018729461,1,15:00,GAME,,,,35,0,New England Patriots,Pittsburgh Steelers,0,0,65.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,prop,TOTAL PASSING YARDS,Under,Aaron Rodgers,213.5,pinnacle,-110,,,,,,,,213.5,-110.0,,,
2026-09-20T17:02:51.908990+00:00,nfl,2026,2,401872946,4018729461,1,15:00,GAME,,,,35,0,New England Patriots,Pittsburgh Steelers,0,0,65.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,prop,TOTAL TOUCHDOWN PASSES,Over,Aaron Rodgers,1.5,pinnacle,197,,,,,,,,1.5,197.0,,,
2026-09-20T17:02:51.908990+00:00,nfl,2026,2,401872946,4018729461,1,15:00,GAME,,,,35,0,New England Patriots,Pittsburgh Steelers,0,0,65.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,prop,TOTAL TOUCHDOWN PASSES,Under,Aaron Rodgers,1.5,pinnacle,-246,,,,,,,,1.5,-246.0,,,
